股票代码,股票名称,最新价,总市值,每股收益,总资产,总负债,股东权益合计,净利润同比,营收同比率,总营收,总利润,净利润,净资产收益率-ROE,成交量-手,市盈率-动态,流动比率,速动比率
003000,劲仔食品,11.13,44.88亿,0.053,10.04亿,1.14亿,8.89亿,-17.50,15.89,2.25亿,2442.12万,2129.44万,2.42,1.73万,52.69,,
600929,雪天盐业,7.60,70.82亿,0.051,45.52亿,16.42亿,29.10亿,12.08,24.68,5.49亿,5697.33万,4773.39万,1.74,19.84万,37.09,1.459,1.224
603027,千禾味业,25.48,203.5亿,0.050,22.28亿,2.90亿,19.38亿,-43.34,32.91,4.78亿,4820.59万,3988.78万,2.08,21.19万,127.56,4.359,2.504
600866,星湖科技,3.67,27.12亿,0.047,24.64亿,7.60亿,17.04亿,7.38,6.01,3.04亿,3619.11万,3461.08万,2.05,4.64万,19.59,1.422,0.991
002330,得利斯,5.33,26.88亿,0.041,22.27亿,8.43亿,13.84亿,3.18,-12.75,8.67亿,2498.35万,2063.27万,1.51,1.69万,32.57,1.334,1.091
600300,ST维维,3.69,61.70亿,0.040,60.85亿,30.03亿,30.82亿,-30.41,0.83,10.74亿,8604.58万,6417.19万,2.14,16.28万,24.04,1.126,0.784
002820,桂发祥,9.53,19.52亿,0.040,11.88亿,1.16亿,10.71亿,102.63,24.45,1.14亿,1087.52万,899.42万,0.84,1.22万,54.25,13.23,12.48
002650,加加食品,6.10,70.27亿,0.038,31.23亿,5.34亿,25.89亿,-13.39,3.57,5.10亿,5673.20万,4353.63万,1.69,37.74万,40.35,2.595,1.865
002946,新乳业,13.46,116.7亿,0.034,89.12亿,60.44亿,28.68亿,-,90.88,20.14亿,4420.24万,2922.28万,1.10,4.40万,99.87,0.555,0.410
605198,德利股份,19.47,71.51亿,0.030,22.26亿,1.05亿,21.20亿,-62.92,-25.40,1.51亿,1212.44万,1225.78万,0.58,7710,145.85,,
002570,贝因美,5.64,57.67亿,0.030,41.45亿,26.09亿,15.37亿,-21.85,-24.59,11.21亿,5027.77万,3352.47万,2.28,63.00万,86.01,0.906,0.683
002719,*ST麦趣,9.07,15.79亿,0.030,14.81亿,6.01亿,8.80亿,47.67,22.79,2.17亿,604.47万,532.46万,0.67,1.86万,74.16,1.508,1.303
605179,一鸣食品,16.05,64.36亿,0.030,23.92亿,10.92亿,13.00亿,-,73.55,4.93亿,1286.45万,1004.67万,0.78,3.34万,160.15,,
600429,三元股份,5.09,76.23亿,0.029,133.26亿,73.54亿,59.71亿,-,23.05,18.68亿,4840.21万,4411.57万,0.89,12.71万,43.20,0.845,0.703
002702,海欣食品,5.10,24.52亿,0.027,12.80亿,4.27亿,8.54亿,-41.19,26.51,4.18亿,2036.35万,1280.36万,1.52,9.87万,47.87,1.900,1.021
002286,保龄宝,11.41,42.13亿,0.020,28.08亿,12.00亿,16.08亿,-37.04,38.41,5.55亿,1079.79万,882.83万,0.55,16.11万,119.31,1.064,0.820
000911,南宁糖业,9.16,29.69亿,0.020,59.16亿,56.56亿,2.60亿,-56.10,18.47,9.01亿,1638.18万,530.73万,0.86,6.56万,139.83,0.612,0.428
000716,黑芝麻,3.14,23.36亿,0.015,52.43亿,24.58亿,27.85亿,-,49.03,8.41亿,1402.12万,1081.64万,0.40,16.57万,54.00,1.065,0.763
603711,香飘飘,14.93,62.18亿,0.010,44.22亿,15.57亿,28.65亿,-,60.67,6.91亿,-44.40万,297.52万,0.10,1.79万,522.45,1.587,1.492
603886,元祖股份,16.24,38.98亿,0.010,28.40亿,13.41亿,14.99亿,-,28.57,4.04亿,1142.98万,134.70万,0.09,1.23万,723.40,1.308,1.255
600186,莲花健康,3.07,42.36亿,0.008,15.58亿,13.95亿,1.63亿,-11.25,40.19,4.14亿,1677.51万,1103.38万,2.82,33.77万,95.99,0.673,0.590
002329,皇氏集团,4.67,39.12亿,0.006,56.16亿,32.81亿,23.35亿,-,71.83,6.01亿,1654.21万,513.71万,0.25,8.38万,190.37,0.932,0.810
002770,*ST科迪,1.83,20.04亿,0.004,23.62亿,20.54亿,3.08亿,-,102.97,1.17亿,406.22万,406.22万,1.33,9.72万,123.31,0.537,0.514
002495,佳隆股份,2.31,21.61亿,0.003,12.93亿,9062.41万,12.02亿,-,96.36,6314.98万,420.99万,307.19万,0.26,12.84万,175.89,5.519,4.663
603536,惠发食品,9.49,16.31亿,-0.190,14.50亿,7.94亿,6.57亿,-,85.56,2.99亿,-4013.14万,-3258.38万,-4.98,4.40万,-12.52,0.952,0.635
000972,*ST中基,1.93,14.89亿,-0.026,5.63亿,4.02亿,1.61亿,-,-,-,-1998.82万,-1997.98万,-11.78,3.20万,-18.63,0.815,0.815
600191,*ST华资,2.81,13.63亿,-0.021,17.89亿,1.03亿,16.86亿,-,-0.81,51.07万,-1012.31万,-1012.31万,-0.60,4.72万,-33.65,9.607,9.485
600189,泉阳泉,9.57,68.44亿,-0.020,48.63亿,32.54亿,16.09亿,-,65.11,2.39亿,-1202.35万,-1569.19万,1.06,11.52万,-109.04,0.922,0.857
600381,青海春天,9.07,53.25亿,-0.015,20.75亿,1484.06万,20.60亿,-,58.05,2030.84万,-883.21万,-883.41万,-0.43,31.88万,-150.68,94.30,56.50
600962,国投中鲁,7.27,19.06亿,-0.005,21.14亿,12.81亿,8.34亿,-233.80,18.44,3.09亿,151.16万,-138.11万,-0.19,1.82万,-345.07,1.074,0.469
