股票代码,股票名称,最新价,总市值,每股收益,总资产,总负债,股东权益合计,净利润同比,营收同比率,总营收,总利润,净利润,净资产收益率-ROE,成交量-手,市盈率-动态,流动比率,速动比率
300490,华自科技,19.61,50.35亿,0.013,42.63亿,23.38亿,19.25亿,-,118.93,2.66亿,279.67万,334.90万,0.19,29.16万,375.89,1.661,1.501
300713,英可瑞,20.43,32.23亿,0.012,9.37亿,2.13亿,7.23亿,-,76.36,4702.60万,165.99万,193.60万,0.27,8.63万,416.25,3.433,2.899
000909,数源科技,6.64,30.13亿,0.012,43.91亿,24.34亿,19.57亿,22.08,172.29,3.23亿,1857.20万,526.07万,0.29,1.88万,143.20,1.851,1.082
002197,证通电子,7.13,36.73亿,0.010,65.43亿,41.20亿,24.23亿,22.55,6.80,2.54亿,72.35万,336.56万,0.14,4.51万,272.84,1.362,1.282
300830,金现代,9.39,40.39亿,0.010,11.66亿,5086.49万,11.15亿,2240.05,24.95,6019.52万,597.08万,514.00万,0.46,6.49万,196.44,22.58,20.31
600360,华微电子,9.38,90.08亿,0.010,61.52亿,30.22亿,31.30亿,27.97,18.67,4.65亿,1195.74万,1099.70万,0.35,64.07万,204.77,1.663,1.543
300062,中能电气,13.41,41.30亿,0.010,19.15亿,11.11亿,8.05亿,-,148.59,1.81亿,600.36万,377.33万,0.47,31.89万,273.65,1.286,1.195
300141,和顺电气,14.28,36.25亿,0.007,9.70亿,2.89亿,6.81亿,-,20.49,7558.40万,214.84万,166.62万,0.25,58.62万,543.97,2.295,2.112
002451,摩恩电气,6.91,30.35亿,0.006,12.60亿,5.51亿,7.10亿,-,169.74,1.67亿,270.33万,265.26万,0.38,14.24万,286.03,1.301,1.066
002358,ST森源,2.72,25.29亿,0.005,69.76亿,34.25亿,35.50亿,6.10,48.47,4.13亿,1301.59万,443.25万,0.13,14.20万,142.64,1.200,0.998
300444,双杰电气,6.64,48.16亿,0.005,32.70亿,19.14亿,13.56亿,-,20.07,2.12亿,430.30万,339.07万,0.32,31.75万,355.06,1.628,1.402
002063,远光软件,7.22,95.52亿,0.005,30.71亿,2.95亿,27.76亿,3.63,22.44,2.93亿,1077.53万,720.72万,0.27,19.11万,331.33,8.289,8.092
603390,通达电气,9.15,32.18亿,0.004,20.68亿,3.24亿,17.44亿,-,24.21,9351.56万,211.76万,142.61万,0.08,2.88万,564.13,4.092,3.521
300510,金冠股份,6.80,56.35亿,0.002,31.16亿,5.06亿,26.10亿,-,0.73,1.38亿,419.71万,189.35万,0.07,44.40万,743.94,4.412,4.009
688159,有方科技,28.06,25.73亿,-0.260,13.11亿,4.92亿,8.19亿,-,14.26,1.31亿,-2799.92万,-2392.30万,-2.88,2.02万,-26.88,2.198,1.668
300530,*ST达志,31.47,49.85亿,-0.240,11.97亿,9.19亿,2.78亿,-,93.94,2248.73万,-3679.96万,-3763.00万,-12.64,1.42万,-33.12,0.595,0.562
300807,天迈科技,25.80,17.51亿,-0.170,7.25亿,1.00亿,6.25亿,-,31.03,2214.97万,-1108.41万,-1128.83万,-1.79,1.32万,-38.77,4.873,3.730
603421,鼎信通讯,8.20,53.56亿,-0.110,39.90亿,9.04亿,30.86亿,-,34.44,2.39亿,-7177.85万,-7141.95万,-2.29,9.06万,-18.75,2.746,1.568
600268,国电南自,7.36,51.17亿,-0.100,79.48亿,48.10亿,31.38亿,-,89.06,7.53亿,-4509.73万,-6982.85万,-2.90,37.36万,-18.32,1.191,0.962
600405,动力源,6.99,38.94亿,-0.074,25.11亿,14.96亿,10.14亿,-,55.88,1.49亿,-4169.84万,-4105.17万,-4.00,66.99万,-23.72,1.090,0.802
002339,积成电子,6.19,31.68亿,-0.060,34.92亿,14.26亿,20.66亿,-,65.56,2.38亿,-2769.17万,-2888.98万,-1.59,6.35万,-27.42,2.483,1.877
000066,中国长城,16.98,498.9亿,-0.054,295.21亿,195.68亿,99.53亿,-,178.22,31.17亿,-1.34亿,-1.59亿,-3.45,227.08万,-78.58,1.531,0.998
002276,万马股份,7.27,75.28亿,-0.041,79.90亿,35.84亿,44.07亿,-,79.47,22.98亿,-4110.86万,-4074.10万,-0.91,15.86万,61.69,2.002,1.734
002168,惠程科技,4.14,33.20亿,-0.040,18.80亿,9.57亿,9.23亿,-220.07,-77.89,7395.50万,-3706.93万,-3325.01万,-4.09,12.05万,-24.96,1.851,1.786
002885,京泉华,14.39,25.90亿,-0.040,16.37亿,8.43亿,7.94亿,-207.60,51.92,3.47亿,-557.27万,-665.77万,-0.83,3.85万,-97.26,1.503,1.004
000572,海马汽车,6.88,113.2亿,-0.038,86.44亿,42.67亿,43.77亿,-,50.71,3.36亿,-7499.52万,-6287.24万,-1.77,126.58万,-44.99,0.714,0.563
600312,平高电气,6.51,88.34亿,-0.030,204.50亿,110.91亿,93.59亿,-264.06,-14.22,10.34亿,-3114.39万,-3750.14万,-0.41,27.63万,-58.89,1.259,1.026
002121,科陆电子,6.45,90.84亿,-0.028,88.81亿,72.88亿,15.93亿,-389.17,-24.00,6.60亿,-4960.37万,-3959.35万,-2.80,66.56万,-57.36,0.715,0.566
002471,中超控股,2.90,36.77亿,-0.027,58.54亿,44.08亿,14.46亿,-,20.87,25.72亿,-4092.32万,-3402.45万,-2.30,13.57万,-54.04,1.086,0.920
300514,友讯达,10.62,21.24亿,-0.026,9.69亿,3.78亿,5.90亿,-,-2.54,7109.49万,-526.35万,-528.83万,-0.90,12.81万,-100.41,2.236,1.874
002256,*ST兆新,2.37,44.61亿,-0.020,27.94亿,11.37亿,16.57亿,-,4.31,8023.49万,-3723.41万,-3746.04万,-2.27,16.99万,-29.77,0.672,0.653
300491,通合科技,16.56,26.62亿,-0.020,9.35亿,2.44亿,6.91亿,-,239.90,4941.35万,-392.63万,-368.27万,-0.53,6.98万,-180.72,2.645,2.135
002609,捷顺科技,10.72,69.07亿,-0.014,29.89亿,6.95亿,22.94亿,-,57.71,1.82亿,-1135.57万,-843.17万,-0.38,9.84万,-204.78,4.058,3.615
600192,长城电工,4.61,20.36亿,-0.013,47.84亿,29.33亿,18.51亿,-432.34,7.70,4.24亿,-788.52万,-590.87万,-0.33,7.66万,-86.16,1.255,0.807
002227,奥 特 迅,17.25,38.05亿,-0.011,13.33亿,5.13亿,8.20亿,-,23.21,4888.30万,-456.52万,-240.49万,-0.29,5.28万,-395.58,2.196,1.267
002350,北京科锐,5.84,31.67亿,-0.010,33.02亿,12.90亿,20.12亿,-,13.46,9.08亿,92.80万,-554.67万,-0.30,11.61万,-285.53,1.631,1.290
300670,大烨智能,9.21,29.09亿,-0.006,12.26亿,2.18亿,10.07亿,-,78.17,6028.50万,-133.54万,-201.22万,-0.22,21.68万,-361.46,3.452,3.180
