gpdm,gpmc,gplx,zxj,zsz,zsz_d,mgsy,roe,cjl_hand,syl_dynamic,zzc,zzc_d,zfz,zfz_d,gdqyhj,gdqyhj_d,jlrtb,ystbl,zys,zys_d,zlr,zlr_d,jlr,jlr_d,ldbl,sdbl,gsnzjz_jlr,gsnzjz_ys
603166,福达股份,汽车,8.43,54.48亿,5448000000.0,0.096,2.71,12.47万,21.90,34.86亿,3486000000.0,11.59亿,1159000000.0,23.27亿,2327000000.0,110.68,75.37,5.38亿,538000000.0,7335.75万,73357500.0,6217.84万,62178400.0,1.422,1.026,22.07,15.29
603013,亚普股份,汽车,13.28,68.29亿,6829000000.000001,0.220,3.31,1.24万,14.87,64.41亿,6441000000.0,28.11亿,2811000000.0,36.30亿,3629999999.9999995,45.05,17.09,19.82亿,1982000000.0,1.53亿,153000000.0,1.15亿,114999999.99999999,1.878,1.423,21.69,9.39
603239,浙江仙通,汽车,14.60,39.53亿,3953000000.0,0.180,4.93,2.52万,20.21,12.06亿,1206000000.0,1.89亿,189000000.0,10.17亿,1017000000.0,54.09,41.21,1.98亿,198000000.0,5763.82万,57638200.0,4890.20万,48902000.0,4.180,3.548,21.0,16.37
605018,长华股份,汽车,12.71,52.96亿,5296000000.0,0.090,1.89,1.16万,35.57,24.48亿,2448000000.0,4.66亿,466000000.0,19.83亿,1982999999.9999998,109.30,49.81,3.41亿,341000000.0,4513.09万,45130900.0,3722.00万,37220000.0,,,20.44,9.73
603121,华培动力,汽车,11.86,31.27亿,3127000000.0,0.098,2.28,7.69万,30.31,16.72亿,1672000000.0,5.28亿,528000000.0,11.45亿,1145000000.0,97.29,88.33,2.31亿,231000000.0,3187.67万,31876700.0,2578.89万,25788900.0,2.311,1.916,19.9,18.15
603319,湘油泵,汽车,22.84,36.68亿,3668000000.0,0.285,3.45,2.94万,20.05,25.32亿,2532000000.0,11.64亿,1164000000.0,13.67亿,1367000000.0,29.26,80.96,4.29亿,429000000.0,4860.22万,48602200.0,4574.96万,45749600.0,1.699,1.387,19.1,48.57
002595,豪迈科技,汽车,28.35,226.8亿,22680000000.0,0.303,4.11,5.37万,23.40,72.40亿,7240000000.000001,12.14亿,1214000000.0,60.26亿,6026000000.0,26.74,34.09,14.45亿,1445000000.0,2.75亿,275000000.0,2.42亿,242000000.0,4.025,3.032,18.78,23.23
300978,东箭科技,汽车,16.46,69.58亿,6958000000.0,0.121,3.84,2.16万,33.95,18.48亿,1848000000.0,4.84亿,484000000.0,13.64亿,1364000000.0,72.75,55.76,3.91亿,391000000.0,5994.95万,59949500.0,5122.96万,51229600.0,3.380,2.923,18.63,14.52
603786,科博达,汽车,66.90,267.7亿,26770000000.0,0.304,3.14,1.44万,55.01,47.20亿,4720000000.0,6.31亿,631000000.0,40.90亿,4090000000.0,26.21,24.30,7.57亿,757000000.0,1.49亿,149000000.0,1.22亿,122000000.0,5.896,4.673,18.52,17.36
002594,比亚迪,汽车,291.18,8331亿,833100000000.0,0.080,0.31,62.23万,877.49,2237.93亿,223792999999.99997,1347.93亿,134793000000.0,890.00亿,89000000000.0,110.73,108.31,409.92亿,40992000000.0,6.56亿,656000000.0,2.37亿,237000000.0,1.241,0.908,18.4,18.01
300258,精锻科技,汽车,15.06,72.55亿,7255000000.0,0.111,1.73,12.85万,34.51,43.11亿,4311000000.0,12.35亿,1235000000.0,30.76亿,3076000000.0,70.95,37.15,3.26亿,326000000.0,6294.69万,62946899.99999999,5255.73万,52557299.99999999,1.845,1.546,16.69,9.19
603596,伯特利,汽车,42.80,174.9亿,17490000000.0,0.310,4.63,4.64万,34.21,47.57亿,4757000000.0,16.60亿,1660000000.0000002,30.97亿,3097000000.0,22.44,32.42,7.86亿,786000000.0,1.72亿,172000000.0,1.28亿,128000000.0,2.515,2.299,16.55,22.74
002448,中原内配,汽车,6.20,37.39亿,3739000000.0,0.110,2.42,12.99万,14.19,49.85亿,4985000000.0,19.55亿,1955000000.0,30.30亿,3030000000.0,67.03,92.73,6.53亿,653000000.0,8269.50万,82695000.0,6586.71万,65867100.0,1.344,0.964,15.68,21.34
300652,雷迪克,汽车,17.85,16.79亿,1679000000.0,0.130,0.97,2.74万,34.54,13.35亿,1335000000.0,3.63亿,363000000.0,9.72亿,972000000.0000001,48.96,37.11,1.14亿,113999999.99999999,1749.37万,17493700.0,1215.54万,12155400.0,4.597,3.847,13.83,10.75
600148,长春一东,汽车,12.15,17.19亿,1719000000.0000002,0.103,2.99,8043,29.44,14.53亿,1453000000.0,8.17亿,817000000.0,6.36亿,636000000.0,57.48,59.28,3.56亿,356000000.0,2346.51万,23465100.000000004,1460.34万,14603400.0,1.722,1.276,12.72,13.09
300863,卡倍亿,汽车,72.87,40.25亿,4025000000.0,0.220,2.05,1.26万,83.62,13.04亿,1304000000.0,7.12亿,712000000.0,5.92亿,592000000.0,22.82,197.64,4.38亿,438000000.0,1376.24万,13762400.0,1203.28万,12032800.0,1.249,0.964,11.91,88.83
002434,万里扬,汽车,9.17,122.9亿,12290000000.0,0.130,2.53,20.57万,18.02,116.01亿,11601000000.0,47.41亿,4741000000.0,68.60亿,6859999999.999999,40.60,25.05,13.55亿,1355000000.0,1.82亿,182000000.0,1.71亿,171000000.0,1.134,0.950,11.66,7.62
300926,博俊科技,汽车,20.54,29.19亿,2919000000.0,0.070,1.22,1.61万,68.59,14.73亿,1473000000.0,5.93亿,593000000.0,8.80亿,880000000.0000001,78.74,60.06,1.30亿,130000000.0,1304.29万,13042900.0,1064.12万,10641199.999999998,1.584,1.156,11.62,9.0
605228,神通科技,汽车,8.68,36.46亿,3646000000.0,0.070,2.32,2.00万,31.02,21.12亿,2112000000.0,6.89亿,689000000.0,14.22亿,1422000000.0,70.67,48.14,3.41亿,341000000.0,3487.50万,34875000.0,2937.83万,29378300.0,,,10.49,7.33
