gpdm,gpmc,gplx,zxj,zsz,zsz_d,mgsy,roe,cjl_hand,syl_dynamic,zzc,zzc_d,zfz,zfz_d,gdqyhj,gdqyhj_d,jlrtb,ystbl,zys,zys_d,zlr,zlr_d,jlr,jlr_d,ldbl,sdbl,gsnzjz_jlr,gsnzjz_ys
002281,光迅科技,5G概念,28.51,198.9亿,19890000000.0,0.189,2.56,31.55万,37.76,91.05亿,9105000000.0,38.95亿,3895000000.0000005,52.10亿,5210000000.0,,105.86,15.10亿,1510000000.0,1.48亿,148000000.0,1.32亿,132000000.0,2.138,1.496,,
603327,福蓉科技,5G概念,15.58,62.48亿,6248000000.0,0.181,4.74,4.01万,21.52,17.76亿,1776000000.0000002,2.08亿,208000000.0,15.68亿,1568000000.0,-16.55,29.53,4.22亿,422000000.0,8563.33万,85633300.0,7256.62万,72566200.0,6.321,5.246,,
300136,信维通信,5G概念,26.66,258.0亿,25800000000.0,0.179,3.05,29.99万,74.80,103.72亿,10372000000.0,46.22亿,4622000000.0,57.51亿,5751000000.0,-47.53,19.48,30.55亿,3055000000.0,2.03亿,202999999.99999997,1.72亿,172000000.0,1.829,1.109,,
002897,意华股份,5G概念,32.56,55.57亿,5557000000.0,0.170,2.14,14.99万,49.12,36.71亿,3671000000.0,22.99亿,2299000000.0,13.72亿,1372000000.0,-10.72,35.83,8.45亿,844999999.9999999,3628.61万,36286100.0,2828.42万,28284200.0,1.233,0.760,,
603679,华体科技,5G概念,16.41,23.45亿,2345000000.0,0.168,3.06,1.88万,24.40,15.67亿,1567000000.0,7.53亿,753000000.0,8.15亿,815000000.0,-19.20,-32.31,1.47亿,147000000.0,2772.16万,27721600.0,2402.79万,24027900.0,1.878,1.642,,
002815,崇达技术,5G概念,14.63,128.1亿,12810000000.0,0.140,2.88,26.33万,26.09,78.04亿,7804000000.000001,33.05亿,3304999999.9999995,44.99亿,4499000000.0,-2.27,39.37,12.99亿,1299000000.0,1.57亿,157000000.0,1.23亿,123000000.0,1.921,1.590,,
002976,瑞玛工业,5G概念,19.45,23.34亿,2334000000.0,0.128,2.01,8036,38.05,11.45亿,1145000000.0,3.68亿,368000000.0,7.78亿,778000000.0,-1.36,69.08,1.76亿,176000000.0,1658.18万,16581800.0,1533.53万,15335300.0,2.967,2.474,,
002101,广东鸿图,5G概念,7.80,41.34亿,4134000000.0000005,0.122,1.41,4.48万,15.96,82.62亿,8262000000.0,32.86亿,3286000000.0,49.76亿,4976000000.0,,63.15,15.63亿,1563000000.0,8883.85万,88838500.0,6474.71万,64747100.0,1.230,0.926,,
603083,剑桥科技,5G概念,16.72,42.17亿,4217000000.0,0.110,1.41,20.95万,38.29,37.01亿,3701000000.0,20.05亿,2005000000.0,16.96亿,1696000000.0,,35.61,7.72亿,772000000.0,2814.94万,28149400.0,2753.35万,27533500.0,1.252,0.601,,
601869,长飞光纤,5G概念,27.13,205.6亿,20560000000.0,0.110,0.93,5.67万,60.86,165.28亿,16528000000.0,68.85亿,6884999999.999999,96.43亿,9643000000.0,,56.16,19.12亿,1912000000.0,8989.74万,89897400.0,8446.31万,84463100.0,2.187,1.664,,
