股票代码,股票名称,最新价,总市值,每股收益,总资产,总负债,股东权益合计,净利润同比,营收同比率,总营收,总利润,净利润,净资产收益率-ROE,成交量-手,市盈率-动态,流动比率,速动比率
002453,华软科技,9.70,75.51亿,0.020,29.73亿,12.68亿,17.06亿,-,95.60,7.89亿,1386.26万,1183.16万,0.75,28.68万,159.54,1.187,0.922
688039,当虹科技,64.30,51.44亿,0.020,15.72亿,9739.30万,14.75亿,-16.77,90.26,6175.05万,158.93万,144.27万,0.10,1.86万,891.39,14.35,13.93
300550,和仁科技,12.35,32.73亿,0.020,14.63亿,3.32亿,11.31亿,765.81,43.92,7931.52万,668.16万,539.75万,0.49,1.95万,151.58,3.631,3.460
300597,吉大通信,10.70,25.68亿,0.020,10.72亿,2.39亿,8.33亿,59.53,26.39,9154.89万,534.62万,447.56万,0.54,19.54万,143.44,3.974,3.151
300561,汇金科技,11.33,37.18亿,0.019,7.44亿,7317.73万,6.71亿,2.34,3.38,3901.46万,679.34万,621.33万,0.93,9.50万,149.61,7.097,6.248
300229,拓尔思,10.15,72.78亿,0.018,35.94亿,12.62亿,23.32亿,47.21,10.81,1.54亿,1510.79万,1258.47万,0.58,18.70万,144.57,3.425,3.187
300365,恒华科技,8.70,52.19亿,0.018,26.91亿,4.79亿,22.11亿,81.83,78.22,1.25亿,1228.34万,1064.85万,0.51,42.31万,122.52,4.941,4.350
300348,长亮科技,15.07,108.7亿,0.017,20.43亿,6.46亿,13.96亿,-,28.43,1.70亿,1507.75万,1194.68万,0.87,12.96万,227.52,2.687,1.767
300017,网宿科技,6.45,157.8亿,0.017,102.49亿,15.27亿,87.22亿,-52.08,-33.69,10.38亿,4687.50万,4186.00万,0.48,92.22万,94.27,4.353,4.347
300513,恒实科技,10.40,32.62亿,0.016,36.28亿,10.45亿,25.83亿,65.72,38.10,9901.71万,626.44万,502.44万,0.20,12.95万,162.33,2.013,1.508
